stars,text,publishedAtDate
5,"Suasananya nyaman untuk keluarga dan makanannya enak, terutama squid salted egg nya. Worth to try",2025-12-25T07:05:25.294Z
5,,2025-12-25T05:49:37.476Z
5,,2025-12-25T05:49:10.377Z
5,The food and service was excellent! We recommend the Longan Beef and Salt & Pepper Squid. Atmosphere was great.,2025-12-25T05:47:38.523Z
5,"Ambience nya super nice, the people are nice. The foods are superrr gooodd",2025-12-25T05:31:20.063Z
5,"Makanannya enak dan fresh. Porsinya pas, rasa sesuai selera, dan penyajiannya rapi. Pelayanannya ramah dan cukup cepat. Tempatnya bersih dan nyaman, cocok untuk makan bersama keluarga. Harga masih sebanding dengan kualitas. Pasti akan kembali lagi.",2025-12-25T05:30:52.004Z
5,,2025-12-25T05:22:42.355Z
5,Makanan enak...pelayanan oke,2025-12-25T05:22:33.658Z
5,makanannya enak,2025-12-25T05:20:03.930Z
5,"Makanannya enk², servis baik",2025-12-24T11:46:16.975Z
5,,2025-12-24T07:58:45.933Z
5,Always good taste and consistent. Ayam Goreng Balacan and Nasi Goreng Yangchow are the most favorite.,2025-12-24T06:25:37.745Z
5,"Overall makanan enak, suasana nyaman, pelayanan oke, makanan keluar relative cepat",2025-12-24T06:14:19.595Z
5,Tempatnya cozy nyaman pelayanannya ramah makanannya super enak sih ❤️,2025-12-23T10:54:55.681Z
5,tomyam juara,2025-12-23T10:53:34.069Z
5,,2025-12-23T09:49:01.001Z
5,Good food,2025-12-23T08:50:19.748Z
5,,2025-12-23T07:43:13.535Z
5,Rekomendasi makanan chinese modern. Semua nya enak.,2025-12-22T13:04:32.904Z
5,"Oke enak2 semua menunya. Makan tengah, dessertnya enak juga. dijelaskan dengan baik terkait menu dan diskon2 yang ada. Pertahankan kualitasnya ya. Staff nya juga solutif, nice",2025-12-22T11:49:44.428Z
5,Good,2025-12-22T11:43:43.899Z
5,,2025-12-22T06:08:25.557Z
5,"Untuk tempatny oke, makanannya mantab banget. Dan pelayanannya okeeeee. Kita sekeluarga menyambut hari Natal diseroeni lippoa. Bestt",2025-12-22T06:04:03.755Z
5,Tempat nya nyaman makanan enak cocok di lidah,2025-12-22T05:26:46.953Z
5,Makanan Ok,2025-12-22T04:55:51.020Z
5,Makanan enakkk,2025-12-21T13:12:29.269Z
5,"Always love their ayam balachan, buncis crispy, beef marmalade. Will come back again",2025-12-21T13:10:48.821Z
5,,2025-12-21T06:03:21.451Z
5,"cozy tempatnya, enak makanannya, minuman jg enak",2025-12-21T05:48:19.076Z
5,,2025-12-21T04:42:25.471Z
5,"Enaakk bangett tempatnya, pelayanan oke",2025-12-21T04:40:36.926Z
5,,2025-12-21T04:38:56.531Z
5,"Best dining place ever, thank you",2025-12-20T13:26:48.533Z
5,What a great Birthday Party,2025-12-20T08:17:01.065Z
5,"Makanan thai nya enak banget, trus bagi yg nawa anak ada kids meal.",2025-12-20T06:27:56.989Z
5,pelayan dan makanannya enak!!! highly recommend!!,2025-12-20T06:24:59.403Z
5,,2025-12-20T06:01:22.381Z
5,,2025-12-20T05:54:40.054Z
5,Overall pelayanan sangat ok dan cepat,2025-12-20T05:41:33.892Z
5,Tomyam seafood The Best,2025-12-20T05:34:49.140Z
5,"Istri dan anak saya suka makanan disini selain suasana resto yang mewah, makanan dan pelayanannya mantap jangan diragukan lagi. Apalagi mas2 manager/spvnya itu yg tinggi cara menjelaskan menunya bikin saya tertarik ingin mencoba makanannya ternyata enakk bukan main",2025-12-20T03:19:04.443Z
5,"The best sih,semalam makan bareng keluarga di seroeni. Dari segi makanan, pelayanan terutama kak Asep ramah sekali, bakalan sering2 Dateng sih buat makan keluarga ke sini thankyouu",2025-12-20T03:09:19.819Z
5,makanannya enak pelayanannya cepet karyawannya sangat rapih interiornya bagus,2025-12-07T13:17:11.300Z
5,"makanan, pelayanan dan suasana menyenangkan,. semua makanan pas, layanannya pun tidak diragukan lagi, suasana sangat mendukung untuk makan. saya merekomendasikan kepada kalian",2025-12-07T08:30:38.223Z
5,"Celebrating birthday lunch with family here, shoutout to kak Dewi and team was very warm and service oriented. Also very helpful",2025-11-10T14:34:30.688Z
5,,2025-11-02T08:10:53.043Z
5,"Tempatnya cantik banyak ornamen bunga2 artifisial. Cukup luas, bisa banget buat acara special day, arisan, gathering dll
 Kali ini diundang acara bday.
 Jd makanan nya sudah dipesankan dengan berbagai menu mostly gorengan 
 Enak2 sih.
 Utk minuman nya cobaij yg seger2 dari sayuran hijau. Dan juga nyona minuman perpaduan yakult, lemon #26Oct2025 #Sunday",2025-10-30T00:46:15.038Z
5,"I really like the food, service & atmosphere in this restaurant. Everything was perfect and I'm glad that I decided to have dinner here with my family.",2025-10-18T11:30:11.418Z
5,"Nuansa lestoran nya sangat bagus, serta pelayanan yang ramah, dan pesanan yang cepat",2025-10-16T12:19:15.408Z
5,"staf nya baik baik banget, makanan nya enak enak, pelayanann sangat baik. Super worth it kalau mau ngajak keluarga atau teman disini",2025-10-16T12:18:04.580Z
5,This Chinese peranakan restaurant is located inside Lippo Puri Mall. The whole place was decorated with peranakan colors and accessories. Their food also delicious and it's a great place for family lunch and dinner. My favorite menu are mapo tofu and chicken balacan.,2025-09-30T23:48:57.388Z
5,"ada kualitas, ada harga. act waitres waiter nya baik, gercep baru selesai makan sudah langsung diangkat piring dll nya. suasana cocok untuk ajak orangtua makan disini",2025-09-22T03:46:57.260Z
5,,2025-09-18T18:06:04.364Z
5,"Pelayanan bagus, Pemesanan menggunakan tablet jadi lebih simple dan menu nya banyak, Rasa makanan cocok banget. Recommended Resto.",2025-09-14T07:38:40.253Z
5,,2025-09-09T05:32:37.478Z
5,"food comes out quick, service is really friendly",2025-09-07T10:48:50.747Z
5,"Makanan enak, tempatnya nyaman banget",2025-09-04T12:32:59.754Z
5,"- pelayanan bagus banget
 - makanan juga ok",2025-08-10T05:45:19.033Z
5,Perfect untuk makanan dan pelayanannya,2025-08-06T06:59:01.270Z
5,"Our go-to spot at Lippo Mall Puri when we’re in the mood for comforting Chinese-Indonesian food. It’s simple, tasty, and family-friendly.",2025-08-03T16:21:13.904Z
5,"Marble tables, great service, great food, excellent accountability with 30 minute timers or free food as I understand it
 
 Well priced, good temperature, seats not too close together, comfortable seating, enough staff on shift
 
 Excellent experience
 
 The only thing that didn’t make me leave a tip, but still warranted a 5 star review, was a little of what I thought was dirt left on the bottom of the bok Choi we were served, had the rest of the experience not been as amazing, the review would likely be a negative one",2025-08-02T13:13:56.652Z
5,Salah satu resto yang cocok buat keluarga besar atau kantoran.. kesini buat claim birthday treats modal KTP aja..Free Mie Ulang Tahun.. lalu purchase Mie Penang. best sih Mie Penangnya.. enak! wajib coba,2025-07-14T05:44:14.410Z
5,"Highly recommend this resto to be your next meeting up venue. All item in the menu is simply recommendable! Semua yg kami pesen gak ada yg gak enak, nasi goreng nanas sampe pesen 3. Fishes are fresh! And tasty, too. Basically all seafood we ordered was all fresh and delicious. Mee goreng is the highlight for me. Smoky and seasoned perfectly. Hats off to the chef working in the kitchen.
 One thing I would like to appreciate the most is the service. Made a reservation through WA and they respond quite quickly, assist me in booking with no down payment needed. I was 40 minutes late to the booked time but they keep the table for me. Terima kasih banyak Mbak Yustina sudah sangat2 membantu sampai pembayaran. Diberi tau cara redeem voucher dll sampai dapat potongan banyak. Kemudian dikasih voucher pula untuk kunjungan selanjutnya. Kalo ke outlet yg di puri bisa cari namanya Yustina. Keren banget dia, patut dipromosiin jadi manager.
 Cusss langsung kesini jgn ragu2.",2025-06-23T15:52:52.192Z
5,"Pertama kali coba makan disini, over all semua makanannya enak, anakku lahap makannya. Pelayanannya ramah tempatnya cukup bagus.",2025-04-06T15:50:14.131Z
5,Semuanya enak dan tempatnya jg nyaman,2025-04-06T03:29:06.078Z
5,"Makanannya enak, porsinya sedang, pelayanannya cepat.",2025-03-31T15:22:46.032Z
5,"Nasi goreng nanas nya enak , nanas nya fresh.
 Nasi goreng yangchou nya jg enak.
 Kailan nya, sayurnya garing.
 Kopi cham nya, less sugar, tetep manis.
 Hotplate cumi nya jg enak.
 Padthai nya jg enak..",2025-03-31T09:57:12.365Z
5,"Pelayananya ramah & baik,
 Makanan nya sangat baik",2025-03-28T11:35:27.082Z
5,,2025-03-26T12:29:39.676Z
5,Buka bersama temen kantor disini hemat dan enak,2025-03-26T12:02:08.910Z
5,"Semua enak, layanan cepat sat set",2025-03-23T01:04:28.741Z
5,"Tempatnya bagus , pelayanannya keren dan ramah, makanannya enak … kombinasi tempat ini wajib di datangin….",2025-03-16T12:58:15.967Z
5,,2025-03-09T08:45:26.456Z
5,Good place for a family dinner. Good menu and very tasteful,2025-03-08T10:29:22.696Z
5,,2025-03-07T02:32:45.178Z
5,Good food and good atmosphere. They served peranakan melayu food.,2025-03-06T12:33:37.143Z
5,The Best Kungpao Chicken I ever had. Recommended and will always come back for it.,2025-02-27T09:29:20.996Z
5,"Masakannya enak, comfort food, tempatnya jg enak buat makan keluarga.",2025-02-16T00:58:49.905Z
5,"Good service, good ambience and everyone is very friendly, this very recomended",2025-02-06T06:16:44.392Z
5,Rumah Makan Seroeni di dalam Lippo Mall Puri. Makanan bervariasi dan cukup enak. Pelayanan baik dan ramah,2025-01-28T07:26:53.405Z
5,"Makanannya enak, tempatnya nyaman, semoga menunya semakin bervariasi lagi..",2025-01-26T11:35:01.223Z
5,Pesan menu tomyam squid ENAK. Cuminya Jusy. Crispy Buncis JUGA enakkkk,2025-01-19T05:41:23.035Z
5,"Makanan enak,ambience sangat nyaman , pegawai nya juga ramah ramah, dan pelayanan yang baik",2025-01-18T06:01:34.879Z
5,"Tempat bagus, makanan enak2",2024-12-24T11:41:47.109Z
5,,2024-12-18T14:55:48.366Z
5,"Their salted egg fish skin nya enak banget.. masi panas pas di makan.. must try..
 Makanan lain juga enak.. ambience ok, service staff ok semua.. recommended",2024-12-15T14:33:35.686Z
5,"makanannya enak semua, specially ayam goreng balacan. service oke.",2024-12-08T11:57:48.930Z
5,makanannya sangat enak,2024-12-08T11:46:54.015Z
5,Bumbu nya medok. Enak,2024-12-08T11:44:07.271Z
5,,2024-11-15T03:28:47.870Z
5,Makanan enak semua yang kita pesan. Ada promo lagi. Jadi sangat rekomendasi buat cobain lagi.,2024-11-11T05:40:01.345Z
5,"Great peranakan dishes. One of restaurants to go whenever I visit Lippo Mall Puri. Not too crowded yet they serve good quality food. Been here many times but can’t believe I hadn’t reviewed this restaurant in google . Well I will try my best to update my review of this restaurant once a while.
 
 - Balacan Chicken 9/10
 - Chili Prawn with Mantou 8/10
 - Fried Kwetiau 8/10
 - Longan beef 8/10
 - Black pepper beef 7/10
 - Fried noodle 9/10
 - Salted fish Fried Rice 6/10
 - corn soup 5/10",2024-10-25T01:36:37.990Z
5,"Suka bangat 
 Pelayanan dari para staff ramah tamah hangat ♥️
 Tempatnya cozy, pencahayaan adem tenang ☺️
 Comfy ☺️❤️
 Makanan tiba tak lama, rasa nya lezat 
 Teh panas nya cukup dan bisa refill 
 Harga sesuai kualitas ⭐️
 Thank you 
 Sehat bahagia sukses semua para tim 
  God Bless",2024-10-23T06:41:31.766Z
5,,2024-10-16T08:52:40.572Z
5,,2024-10-05T08:12:28.092Z
5,"Nice place, good ambiance , great taste",2024-10-04T12:17:10.972Z
5,,2026-01-25T07:26:19.114Z
5,Sunday brunch very good,2026-01-18T07:29:22.549Z
5,"Perfect Steak, nice atmosphere. Thanks Thomas for the hospitality",2026-01-18T04:33:07.298Z
5,Selalu nyaman dengan pelayanan di Pullman Jakarta Central park . Terutama di restoran Collage. Especially Bu Endang dan Pak Devin yang ramah dan sangat membantu terutama saat Breakfast.,2026-01-10T07:01:17.922Z
5,"Menginap di Hotel Pullman Jakarta Central Park adalah salah satu moment yang sangat menyenangkan bersama keluarga.
 Selain tempatnya yang strategis dengan Mall.
 Di sambut hangat dari awal check in hingga pada saat sarapan Pagi.
 Big thanks to Bu Endang yang begitu baik memberi pelayanan kepada keluarga kami, juga untuk baristanya mas Dafa makasih capucinonya enak",2026-01-10T00:21:23.369Z
5,"Good service.
 Many variants of F&B",2025-12-29T02:00:14.124Z
5,"Makanannya enak, ambience nya ok. Thank you untuk staffnya, servicenya okee",2025-12-26T03:19:32.771Z
5,,2025-12-20T04:59:02.763Z
5,Untuk makanan ada yang enak ada yang ga..dimsum.yang enak.hanya siomay nya...ice cream nya enak untuk semua rasa..untuk dessert kue lapis nya enak lembut..pelayanan bagus..staff ramah..piring2 kotor cepat sekali diangkat..suasana lumayan nyaman,2025-12-19T14:50:27.579Z
5,"1. Bener² cozy restaurant to spend lunch or dinner with lovely person or family. ‍‍‍
 2. Food dan Minuman, SANGAT MANTAP!!! WOKEEEE BANGET!!!! 
 3. Harga ""SO WORTHED"" and ""MAKE SENSE"". 
 4. Kebersihan bagus, PERTAHANKAN!!! ❄❄❄
 
 Score: ⭐⭐⭐⭐⭐",2025-11-12T07:40:42.222Z
5,"the pain au chocolat and soft rolls had my heart! and also the pepes ikan and blackpepper beef, indonesian food can't go wrong! shoutout to nabilah for her incredible kindness and infectious smile, her wonderful attitude made every moment of our meal feel like pure bliss",2025-10-12T12:32:58.340Z
5,,2025-08-14T03:37:11.580Z
5,,2025-08-10T03:45:42.440Z
5,Kids nya seru thnks caca untuk pelayanan nya,2025-07-26T15:09:49.535Z
5,,2025-06-28T04:17:15.457Z
5,"Good hotel, good food.. thank you specially for mba Caca, for kids activity and other gift for my kids ❤️❤️❤️❤️❤️",2025-06-27T04:48:31.553Z
5,@ farah dan @caca thanks dah sabar dan telaten membantu anak2 bermain....,2025-06-27T03:53:26.090Z
5,Enak bgt hari ini pelayanan nya bagus thank buat mba caca,2025-06-22T03:47:49.952Z
5,"Makanan di resto enak dan banyak variasi nya.
 Pelayanan sangat ramah ....anggi, egha dan david sangat membantu sekali selama saya menginap dan makan di collage resto",2025-05-30T04:59:47.024Z
5,"Great service, amazing staff, I am very happy! Will be back 100%",2025-05-27T08:35:40.131Z
5,"During my stay from 19th to 21st May 2025, I must compliment to your staff Doni, Anggi, Chef Junial and Triyadi, has been provided excellent service for their helpful, polite and truly made a difference during my stay. They have made my stay much more comfortable.
 .
 Staff has been attentive, friendly attitude and professional . I am deeply appreciate by their hospitality.
 .
 Most importantly, staff has a positive attitude n willing to pursue an excellent service.
 .
 Thank You Pullman Management for employing an excellent employees.",2025-05-21T02:41:13.596Z
5,We really enjoyed our breakfast in Collage All Day Dining..they have a lot of food varieties and it tastes good..we also got a great service and hospitality from Devin & team. We'll be back for sure..Thankyou!! :),2025-05-17T02:08:00.354Z
5,,2025-05-11T16:25:42.438Z
5,"Bfast nya banyak pilihan menu. Seru jg ada cooking class, dibantu kak caca yg super kids friendly. anak hepi, mami papi jg hepi.",2025-05-11T14:42:57.288Z
5,"Ikut fun cooking class dengan kak Chacha dan Farah, seru sekali anak2 suka, buat cupcake warna warni",2025-05-10T03:08:25.313Z
5,"Enak makanannya, yummy sekaliii",2025-05-08T13:31:38.606Z
5,Mba syakila dan mas lova mengadakan acara plating cake utk anak2 seru sekali,2025-05-04T03:15:30.708Z
5,Kids breakfast cooking class gave very good and positive activities for the kids. Chef Nur and server Lova did a super good job of taking care the children.,2025-04-26T03:20:47.966Z
5,"Menginap di pullman pas weekend,happy banget abis breakfast anak2 dapet kegiatan free bikin sweet pizza di temani ka lova dan chef hasan,yang super baik ramah dan kece pasti nya ❤️",2025-04-26T03:16:44.844Z
5,,2025-04-26T03:11:22.747Z
5,"Secara keseluruhan F&B Sangat enak
 Service Waitres sangat Ramah
 
 Berry & Tivan",2025-04-14T06:01:55.216Z
5,"Cake decoration activity by Chef Hasan dan diassist mba Shakila sangat menarik. Anak saya senang sekali. Thank you, Pullman",2025-04-13T03:22:13.075Z
5,"pelayanannya keren, nyaman dan terbaik stay disini, ada activity untuk anak kecil dibantu mba Shakila yang baik dan ramah, chefnya juga",2025-04-12T03:04:50.195Z
5,"Gorgeous ambiance, flavorful cuisine, and attentive service.
 We had the Prime Striploin, Tenderloin, Watermelon Juice, and coffee—all well-prepared and satisfying.
 A special shoutout to our server, David, and the two welcoming ladies at the front desk/cashier.
 
 Just a note: I overlooked that my steak included a side dish; although our server mentioned it, I didn’t quite catch it—entirely my oversight. However, providing individual physical menus for each guest would be more convenient than sharing a single tablet.",2025-04-11T15:59:22.799Z
5,"Senang, banyak aktivitas anak di pagi hari, sehingga anak betah dan senang, apalagi selalu dibantu oleh petugas mba @caca yang selalu ceria menawarkan anak2 untuk mengikuti kegiatan/aktivitas di pagi hari",2025-04-05T02:46:15.404Z
5,Makanan dan ambience modern minimalis. Makanannya juga enak enak bgt,2025-04-03T08:12:02.850Z
5,,2025-04-03T08:11:59.977Z
5,Makanan enak dan pelayanan bagus,2025-04-03T08:10:03.764Z
5,,2025-04-02T02:38:53.020Z
5,Awesome kids activities with Ms Caca.,2025-03-30T09:20:03.153Z
5,"Kegiatan hari ini sangat seru dan menyenangkan dimana mereka belajar memasak
 Thanks Caca",2025-03-30T03:22:57.294Z
5,"Makanannya enak enak, lengkaapp pelayanan bagus, suasana juga enak",2025-03-29T13:35:51.259Z
5,,2025-03-29T13:31:12.033Z
5,,2025-03-29T13:29:47.074Z
5,,2025-03-29T13:29:21.495Z
5,"Selalu jadi favorit, sayang pas kesini menu sashimi lagi ga ada karena pas momen iftar. menu yang disajikan oke semua, beef ribs enak banget lembut. anak saya suka banget ama sushinya. kebetulan saya lagi birthday juga, dapet cake dari semua staff plus dinyanyiin juga oiya tadi minta tolong Mba Caca fotoin hasilnya bagus, makasih ya dan anak saya dikasi hadiah boneka juga
 
 Thank you ya Mba Caca, Mas Zul, Mas Farel dan Mba Ayu atas servicenya yang memuaskan. Keep up the good work!",2025-03-27T13:18:36.772Z
5,"A bountiful buffet spread during Iftar. Great and super friendly service from Zul, Ayu and Caca! Thank you",2025-03-27T12:40:34.192Z
5,,2025-03-27T12:36:14.119Z
5,"Tempat nyaman, makanan enak, cocok untuk buffet enjoyers .
 
 Terima kasih kepada Kak Ziu, Caca, dan Ayu untuk kesempatan me-review ☺️.",2025-03-27T12:35:10.602Z
5,"enaak makasih kak ziu, caca, ayu",2025-03-27T12:32:20.032Z
5,,2025-03-27T12:31:30.579Z
5,"semua menunya dari dessert hingga makanan beratnya memuaskan, pelayanannya pun juga sangat bagus terutama Mas Zul, Mbak Aul dan Mbak Caca sangat ramah sekali",2025-03-27T12:25:03.642Z
5,,2025-03-24T12:20:55.954Z
5,"Variant makanan enak, staffnya helpfull mas Yopiska",2025-03-24T00:46:25.578Z
5,Lova: good experience for kids!,2025-03-22T03:55:01.322Z
5,,2025-03-22T03:54:20.929Z
5,"Makanannya rekomen
 Berry, Lova",2025-03-20T12:12:17.052Z
5,"Have been here a couple of times, never dissapointed. Will come back again for sure.
 Thanks for the services especially Caca, Didin and Farah.",2025-03-19T13:44:27.538Z
5,"Caca, didih, Farah
 Baik ramah
 The best yg ka Caca karena udah foto2in n kasih surpize utk tmn kami",2025-03-19T13:11:07.665Z
5,"Keren bgt, enak, banyak makanannya, pelayanannya okee bgttt apalagi ka caca ka didin ka farah ka didin parah ramaaahh puooolllll",2025-03-19T13:08:04.143Z
5,,2025-03-19T12:38:25.310Z
5,"makanan enak, cozy ambience, aesthetic place, pelayanannya juga oke dari kak caca, kak zul, dan kak farel, keep up the good work!",2025-03-19T12:36:57.415Z
5,"Kedua kalinya bukber kantor disini. Makanannya selalu enak, bersih, dan lengkap. Terutama untuk servicesnya caca, zul, dan farel. Very recommended untuk acara kantor maupun sendiri",2025-03-19T12:35:15.717Z
5,"Happy banget bukber disini. Interiornya nyaman, makanannya gk ada yg failed. Pelayanannya supperrr menyenangkan terkhusus mba Caca dan mas Berry yg service kami supper ramah",2025-03-18T12:54:10.169Z
5,Its a place where you can enjoy having an event together. Thank you Miss Caca and Mr Berry for giving such a good service for us. Rockstar Academy Bukber together was successful and unforgettable.,2025-03-18T12:49:27.568Z
5,,2025-03-18T12:49:27.367Z
5,VERY Excellent Service for Kak Chacha & Berry ❤️,2025-03-18T12:48:12.051Z
5,Makanan enak enak dan harganya bagus. Ada peomo buy 4 get 1,2025-03-18T12:11:10.929Z
5,"Overall, great experience, but this year iftar buffet doest have sashimi, hope next year there’ll be sashimi again",2025-03-15T13:56:25.677Z
5,"Staf Lova pelayanan ramah , baik, sopan",2025-03-15T03:21:27.579Z
5,Ad acara cooking class utk anak2,2025-03-15T03:19:08.543Z
5,,2025-03-14T15:20:47.739Z
5,Mas Steven memberikan pelayanan yang sangat baik kepada kami dan orangnya sangat ramah kami berterimakasih kepada pelayanan yg telah di berikan oleh mas Steven kepada kami,2025-03-13T13:24:48.729Z
5,"Saya lebih suka sushinya
 Berry dan zul",2025-03-12T12:54:46.748Z
5,"Tempat nya wangi bersih, dessert nya juara sih",2025-03-09T14:04:45.097Z
5,Service n food excellent,2025-03-09T13:17:42.689Z
5,"Sangat menyenangkan di restoran hotel pullman, anak2 pun senang saat cooking class yang diadakan oleh pihak hotel. Thq buat mbak Caca u tuk pelayanannya yang luar biasa. Sukses terus Hotel Pullman",2025-03-09T03:49:14.814Z
5,good,2025-03-08T12:51:11.946Z
5,"Good service and the food is plentiful and varied with a Middle Eastern theme. I like the kunafa.
 Thank you, Chef Romi, for the great service and delicious food.",2025-03-08T12:48:44.695Z
5,"The food is very good with a lot of variants, everything is refilled within a timely manner, also given plenty of time to eat and enjoy the food at your own pace, plus the staffs are incredibly friendly. truly a magnificent time",2025-03-08T12:46:14.407Z
5,,2025-03-08T12:42:59.520Z
5,,2025-03-06T20:34:41.895Z
5,"Thanks you, makanannya enak banget, lengkap dan banyak pilihan jadi gak rugi untuk kesini2 lagi
 Pelayanan bintang 5
 @kak tika dan kak garnis",2025-03-06T13:35:57.156Z
5,"Tempat yg selalu didatangi setiap ramadhan. Makanan makin variatif, terlebih pelayanannya like Home.. terlebih mba Tika, mba Caca dan mba Farah yg selalu helpfull dan ingin balik lg bersama keluarga pas ultah nanti. Thanks girls. Good job",2025-03-06T13:20:19.918Z
5,"Nice food and services, price is okay in terms of food variety, taste and services. Perfect place for iftar with family, friends and colleagues",2025-03-06T13:08:49.069Z
5,"Excellent food
 Excellent service
 Excellent environment
 
 Thanks Kartika and Garnis and all of the staff for assisting and giving us very good services",2025-03-06T13:01:35.885Z
5,Semua nya perfect...,2025-03-06T12:46:00.847Z
5,Enak dan pelayanan ok,2025-03-06T12:43:32.729Z
5,Nice place,2025-03-06T12:43:26.940Z
5,"Main Course ny kurang , tq Tika best servce",2025-03-06T12:43:25.434Z
5,"Mba caca, farah makasi ya atas pelayanan yg baik dan ramah ,, makanan nya jga enak2 semua..",2025-03-06T12:43:13.843Z
5,"Makanan nya enak enak, tempatnya juga nyama bgt. Apalagi pelayanan kak caca sangat ecxellent ambilin anak aku ice cream buah2an. Mantep deh pokoknya hihi",2025-03-06T12:43:05.430Z
5,"Thank you Kak Tika, Ka Garnish buat servicenya
 Best service banget",2025-03-06T12:43:04.652Z
5,"Terima kasih kak caca dan kak farah atas pelayanan nya yg sangat memuaskan , makanan nya enak, puas pokoknya bukber disini
 pelayanan nya baik , ramah, sangat memuaskan terima kasih banyak",2025-03-06T12:41:20.647Z
5,Pelayanan restonya oke banget. Apalagi mba caca farah yg baik hati siap melayani kita sedang buka puasa bersama,2025-03-06T12:39:48.692Z
5,"Good service, good food thanks to caca, fajar n Farah for good hospitality",2025-03-06T12:39:06.427Z
5,"Makanannya enak dan lengkap, tempatnya nyaman. Berry & steven",2025-03-06T12:22:10.297Z
5,"Seruuuuuuuuuu banget makan disini. Makanannya enak, lezat, bikin pengen nambah terus
 Makanannya sangat banyak variatifnya jadi gak bosen nyicip sana sini
 Dessert nya super bikin mata ikut ngiler gak hanya mulut kita aja yang ngiler 
 Pelayanan yang super ramah, selalu senyum dan selalu membantu kita yang kelihatan kebingungan
 Suasana nya sangat hangat bahkan ketika kita Iftar ada penyanyi yang mengiringi dengan suara indahnya
 
 Terima Kasih",2025-03-04T21:48:43.635Z
5,"Menarik , enak , lengkap , gratis pake hena pula , next kesini lagi siapa tau gratis mobil listrik",2025-03-02T13:11:25.581Z
5,Top bangettt pelayanan dan makanannya. Banyak promo juga. Luv,2025-03-01T15:08:37.951Z
5,Overall good,2025-03-01T13:28:01.563Z
5,"So much FuN to syat in Pullman Central Park, the kids also enjoy the cooking class provided, also thank you to Mba CaCa who served us . Like to be back",2025-03-01T03:27:29.445Z
5,I would like a shout out to Fahdel for the best service and hospitality. If you are heading this way please seek Fahdel.,2025-02-28T07:13:47.067Z
5,,2025-02-27T14:32:08.286Z
5,"Everything was great
 Nice service",2025-02-27T14:25:04.801Z
5,,2025-02-27T03:04:42.351Z
5,"Nice place, nice staff, nice food!!! Excellent✨",2025-02-26T12:29:51.521Z
5,Nice place,2025-02-26T12:29:41.008Z
5,"Makanan nya enak, pelayanan nya bagus!",2025-02-26T12:29:31.733Z
5,"Great Food, Great Ambience",2025-02-22T13:17:31.353Z
5,,2025-02-22T03:27:13.058Z
5,"Buffet resto di hotel pullman ini memang ngga sebesar buffet di hotel berbintang lainnya, tapi saya suka karena jarak antara meja tamu dengan food section cukup dekat. Makan jadi lebih santai dan antrian pun masih wajar. Pelayanannya juga bagus, staff ramah dan gesit.
 
 Menu cukup variatif, ada pasta, makanan indonesia, makanan india, makanan jepang, dimsum,
 seafood, juga dessert. Untuk rasa, ada yang enak, juga ada yang biasa saja.
 
 Saya paling suka di salad section, banyak pilihan salad yang sudah pakai dressing. Beef saladnya enak, cocok di santap bareng sambal matah yang ada di food section makanan indonesia hehe maklum, doyan pedas.
 
 Salad juga ada di area dekat seafood, lengkap dengan potongan pastrami dan bologna, ini juga enak. Seafoodnya juga fresh, terutama udangnya.
 
 Dari noodles section, saya coba kuah tom yum memakai mie warna warni dan sayuran. Enak, kuahnya segar, sambalnya juga pedas.
 
 Untuk pasta, cukup enak tapi ngga istimewa. Taburan keju cukup banyak untuk menu carbonara, tapi sayang pastanya sendiri kurang cheesy.
 
 Untuk sushi, saya suka banget karena kebanyakan spicy suhsi, sesuai selera. Ukuran juga pas dan isiannya cukup enak. Sementara salmon sashimi kurang segar, bisa di lihat dari warnanya pada foto saya.
 
 Dessert yang di pajang cukup variatif, mulai dari cake, buah, sampai chocolate fondue. Saya sendiri ambil beberapa mini cake, untuk rasa cukup enak. Teman saya malah ketagihan sama crepes lembut dan ice creamnya.",2025-02-21T14:21:00.978Z
5,"Makanannya enak bangett, pelayanannya cepat dan tempatnya juga cozy banget. Bukan cmn makanannya yg enak tapi pelayanannya juga luar biasa. Stafnya sangat perhatian, slalu siap membantu dan ramah sekali. Terutama untuk mba endang terimakasih untuk complementarynya, terimakasih sudah memberikan pengalaman bersantap yg menyenangkan",2025-02-15T04:49:21.356Z
5,"sudah kesekian kali valentine dinner di sini and selalu good experience with soooooo many choices of food, lafffff itttt. happy valentines day!!!",2025-02-14T14:49:00.483Z
5,"Pelayanan di sini bagus banget, stafnya ramah-ramah banget, terutama mba endang. Makanannya juga enak-enak, Suasana tempatnya juga nyaman, cocok buat makan bareng keluarga atau makan bareng teman, bareng pacar juga oke. Bakal balik lagi deh!",2025-02-14T14:32:19.884Z
5,"Makan disini untuk dinner valentine, servis sangat memuaskan, semua staff friendly, tapi untuk saya menu full course ini terlalu banyak, padahal untuk rasa sangat oke.",2025-02-14T13:39:56.700Z
5,The people are very accommodating. The smile they give are true smiles.,2025-02-14T12:59:08.658Z
5,,2025-02-14T12:55:31.144Z
5,"Makanan di hotel pullman jakarta central park enak bangetttttt, jus detoxnya jugaa enakkk dan pelayanannya juga sangat ramah terutama mbak farah dan mas hendri next bakal nginep lagi di hotel iniii <333",2025-02-13T04:09:18.366Z
5,,2025-02-13T03:08:05.702Z
